Sample ID,SMILES
NCGC00165902-04,CN1CCN(CC1)C(=O)C2=C(C)[NH]C(=C2C)\C=C3/C(=O)NC4=CC=C(C=C34)[S+]([O-])(=O)N(C)C5=CC(=CC=C5)Cl
NCGC00165913-03,CN1SC(=O)N(CC2=CC=CC=C2)C1=O
NCGC00167474-06,CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=N[NH]5)C(O)=O
NCGC00167507-09,C[S+]([O-])(=O)CCNCC1=CC=C(O1)C2=CC3=C(NC4=CC=C(OCC5=CC(=CC=C5)F)C(=C4)Cl)N=CN=C3C=C2
NCGC00168759-10,OC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C3=CC=CC=C3F
NCGC00169945-03,COC1=C(C=C2CCC3C(C)(C)CCC[C@]3(C(O)=O)C2=C1O)C(C)C
NCGC00182991-01,O=S(=O)(Nc1nnc(s1)C(C)(C)C)c2ccccc2
NCGC00183004-01,[K+].Cc1ccccc1C(=O)N3CC/C(=N\OS([O-])(=O)=O)c2ccc(Cl)cc23
NCGC00183830-01,O=C(OC)C1=C(C)NC(COC(N)=O)=C(C1c2cccc(Cl)c2Cl)C(=O)OC(C)C
NCGC00183855-01,Clc2cc(Cl)ccc2Oc1ccccc1CC(=O)O
NCGC00183856-01,O=C(Oc1ccccc1)CCCCCCCCC#CI
NCGC00183862-01,O=C(O)CN(C)C(=S)c2cccc1c2ccc(OC)c1C(F)(F)F
NCGC00185768-03,COC(=O)C\1=C(C)\N\C(=C(/[C@@H]1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)O[C@@H]3CCCN(C3)CC4=CC=CC=C4)C
NCGC00241101-03,CCOC1=CC2=C(C=C1NC(=O)\C=C\CN(C)C)C(=C(C=N2)C#N)NC3=CC=C(OCC4=CC=CC=N4)C(=C3)Cl
NCGC00246958-03,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+]([O-])=O
NCGC00249888-04,CC(CNC(=O)CCC1(C)C(CC(N)=O)\C2=N\C1=C(C)/C3=N\C(=C/C4=N/C(=C(\C)C5=NC2(C)C(C)(CC(N)=O)C5CCC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(C)C3CCC(N)=O)O[P]([O-])(=O)OC6C(O)C(OC6CO)[N]7C=[N+]([Co]C#N)C8=C7C=C(C)C(=C8)C
NCGC00250373-05,OC1=C(C=CC=C1)C2=CC=C(C=C2)C3=CSC4=C3C(=C(/C#N)C(=O)N4)/O
NCGC00250379-09,CC1=C[NH]C(=N1)C2=C(N=C(NCCNC3=CC=C(C=N3)C#N)N=C2)C4=CC=C(Cl)C=C4Cl
NCGC00262306-25,CC(C)C1=C(C=CC=C1)C2=NC=C(C)C(=N2)NCC3=CC=C(C=C3)[N]4C=CN=N4
NCGC00263106-03,[O-]C(=O)C1=C(\C=C\C(=O)NC2=CC=CC=C2)C3=C(Cl)C=C(Cl)C=C3[NH]1
NCGC00263130-02,CCCCN1C(=O)N(CC2=C(F)C=CC=C2)C(=O)C3=C1[NH]C(=N3)CC4=CC=C(NC(C)=O)C=C4
NCGC00263193-04,COC1=CC(=CC=C1NC(=O)NC(C)C2=NC=CS2)OC3=CC=NC4=CC(=C(OC)C=C34)OC
NCGC00263229-03,CC1=NC(=NC=C1)N[S+]([O-])(=O)C2=CC=C(NC(=O)NC3=CC=C(C=C3)[S+]([O-])(=O)NC4=NC(=CC=N4)C)C=C2
NCGC00263621-04,CCNC(=O)C[C@@H]1\N=C(C2=CC=C(Cl)C=C2)/C3=C(C=CC(=C3)OC)[N]4C(=NN=C14)C
NCGC00263694-09,OC(=O)C1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C3=CC=CC=C3
NCGC00271410-03,CCCCC1=NC(=C(CO)[N]1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)Cl
NCGC00298492-02,CN(C(=O)C[N]1C=CC=C1C2=NC(=NO2)C3=CC=C(F)C=C3)C4=CC=CC=C4
NCGC00344041-02,CCOC1=C2C=CC=CC2=C(OCC)C3=C1CN(C3=O)C4=CC=C(CC(=O)N[S+]([O-])(=O)C5=CC=CC=C5)C=C4
NCGC00344089-02,CC1=C(C=CC=C1)C#CC2=CC=C(CCC(O)=O)C=C2
NCGC00345024-01,O=C/1NC(=O)C(=C1C2=CN=C3C=CC=C[N]23)/C4=C[N]5CCN(CC6=C5C4=CC=C6)C(=O)N7CCOCC7
NCGC00345056-04,COC1=CC(=CC=C1)C2=CC=C(NC(=O)/C3=C(/CCC3)C(O)=O)C(=C2)F
NCGC00345792-02,OB1OCC2=CC(=CC=C12)OC3=CC=C(C=C3)C#N
NCGC00345842-02,CC\1=C(C(\N=C(/N1)C2=CC(=NC=C2)Cl)C3=C(F)C=C(Cl)C=C3)/C(=O)NC4=C(F)C=C5[NH]N=CC5=C4
NCGC00346478-05,FC1=CC(=CC=C1)COC2=CC=C(NC3=C4C=C(NC(=O)C=C)C=CC4=NC=N3)C=C2Cl
NCGC00346672-06,CC1=CC(=CC=C1OC2=CC3=NC=N[N]3C=C2)NC4=C5C=C(C=CC5=NC=N4)C6=CC=C(CNCC[S+](C)([O-])=O)O6
NCGC00346677-07,NC1=NC(=CC=C1[N+]([O-])=O)NCCNC2=NC=C([N]3C=CN=C3)C(=N2)C4=CC=C(Cl)C=C4Cl
NCGC00346713-05,COC1=CC(=CC(=C1)OC)CCC2=CC(=N[NH]2)NC(=O)C3=CC=C(C=C3)N4C[C@@H](C)N[C@@H](C)C4
NCGC00346724-02,C[C@@H]\1COC(=N1)\NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(OCC5=NC=CS5)C=C4)Cl
NCGC00346936-09,CC1=CC=C(NC(=O)NC2=CC(=CC=C2F)C(F)(F)F)C=C1NC3=CC4=C(C=C3)C(=C/C5=CC=C[NH]5)/C(=O)N4
NCGC00346941-02,COC1=C(C=C(SC2=CN=C(NC(=O)C3=CC=C(CNC(C)C(C)C)C=C3)S2)C(=C1)C)C(=O)N4CCN(CC4)C(C)=O
NCGC00347515-02,CC(C1CCC(C)(O1)C=C)C(=O)OC\C(C)=C/CCC(C)(O)C=C
NCGC00347947-06,CCOC(=O)\C1=C(/C)N\C2=C(C1C3=CC=C(C=C3)C4=CC=CC=C4)\C(=O)CC(C)(C)C2
NCGC00348215-04,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C3=CC=CC=C3)[C@@](O)(CCN(C)C)C4=CC=CC5=C4C=CC=C5
NCGC00351482-01,C[C@H](NC1=C2N=C[NH]C2=NC=N1)C/3=C/C4=C(C(=CC=C4)Cl)C(=O)N3C5=CC=CC=C5
NCGC00351604-09,C/C1=C/C(=C(/CNC(=O)C2=CC(=CC3=C2C=N[N]3C4CCCC4)C5=CC=C(CN6CCOCC6)C=C5)C(=O)N1)C
NCGC00356068-01,CC1=C(O)C=C(N)C(=C1)\N=N\C2=CC=C(C=C2)[S+]([O-])(=O)NC3=NC=CC=C3
NCGC00356416-07,C1CC(CCN1)N[C@@H]2C[C@H]2C3=CC=CC=C3
NCGC00357426-01,CC(=O)NC1=CC(=CC=C1)C2=CSC(=N2)NC3=CC(=CC=N3)C
NCGC00370730-07,COC1=CC=C(C=C1OC)[S+]([O-])(=O)NC2=NC(=CS2)C3=CC(=CC=C3)[N+]([O-])=O
NCGC00370822-01,CC(F)(F)CN1CCOC2=C([N](N=C2C1=O)C3=CC=CC=C3Cl)C4=CC=C(Cl)C=C4
NCGC00370833-01,CC(C)N(CCCCOCC(=O)N[S+](C)([O-])=O)C1=NC(=C(N=C1)C2=CC=CC=C2)C3=CC=CC=C3
NCGC00370863-01,CC1(C)C(=O)C(C)(C)C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(O)=O
NCGC00370874-01,CC1=C(CCC(O)=O)C(=C([NH]1)\C=C2/C(=O)NC3=CC(=CC=C23)C4=CC=CC=C4)C
NCGC00370923-11,C\C1=C(C(C2=CC=C(C=C2)[N+]([O-])=O)C\3=C(CC(C)(C)CC3=O)/N1)/C(=O)OC4CCCCC4
NCGC00370928-02,OC(=O)C1=CC=C(C=C1)N\2C(=O)C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+]([O-])=O)\C=C2C5=CC=CC=C5
NCGC00370978-02,CN1CCC[C@@H]1CC2=C[NH]C3=C2C=C(NC4=NC=CC=C4[N+]([O-])=O)C=C3
NCGC00371002-02,CCC1=CC2=C(O\C=C(/C2=O)C3=NC4=C(S3)C=CC=C4)C(=C1O)CN5CCCCC5
NCGC00371019-02,COC1=CC=C2C=C(OCC3(CN(C3)C(=O)C4=CC=C(F)C=C4)C(O)=O)C=CC2=C1
NCGC00371056-01,CN1C(=O)[C@H](NC(=O)NC2=CC=CC(=C2)C)\N=C(\C3=CC=CC=C3)C4=C1C=CC=C4
NCGC00371127-01,OC(=O)C1=CC(=CC=C1NC(=O)[C@H](CC2=CC=CC=C2)NCC3=CC=CC=C3)I
NCGC00371135-01,COC1=CC=C(C=C1N[S+]([O-])(=O)C2=CC(=CC(=C2O)Cl)Cl)C3=CC=CC=C3
NCGC00371145-02,CN1/N=C(\N=C/2C(=O)N(C)C(=O)/N=C12)C3=CC=C(C=C3)C(F)(F)F
NCGC00373324-01,FC(F)(F)C1=CC=CC(=C1)C/2=N/OC3(CCCN(C3)C(=O)C4=CC=CC=C4)C2
NCGC00373333-01,FC(F)(F)C1=CC=CC(=C1)C/2=N/OC3(CCCN(C3)C(=O)CC4=CC=CC=C4)C2
NCGC00373337-01,COC1=CC=C(C=C1)C/2=N/OC3(CCCN(C3)C(=O)CC4=CC=CC=C4)C2
NCGC00373804-01,CC1=C(C(=NO1)C)[S+]([O-])(=O)N2CCC3(C2)C(=O)N(C4=CC=CC=C4)C5=CC=CC=C35
NCGC00373810-01,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CCC3(C2)C(=O)N(C4=CC=CC=C4)C5=CC=CC=C35
NCGC00373818-01,COC1=CC=C(C=C1)C(=O)N2CCC3(C2)C(=O)NC4=CC=CC=C34
NCGC00373822-01,FC1=CC=CC=C1C(=O)N2CCC3(C2)C(=O)NC4=CC=CC=C34
NCGC00373830-01,O=C1NC2=CC=CC=C2C13CCN(C3)C(=O)C4=CC5=C(OCO5)C=C4
NCGC00373846-01,O=C1NC2=CC=CC=C2C13CCN(CC4=CC=CC5=C4C=CC=C5)C3
NCGC00373874-01,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CCC3(CC2)C(=O)NC4=CC=CC=C34
NCGC00373955-01,FC1=CC=CC=C1C2=CC=CC(=C2)C=O
NCGC00373959-01,CSC1=CC=C(C=C1)C2=CC=C(C=O)C=C2
NCGC00373963-01,CC1=CC(=CC=C1)C2=CC=C(C=O)C=C2
NCGC00373989-01,CC1=CC=C(C(=C1)C)C2=CC=C(C=O)C=C2
NCGC00374001-01,O=CC1=CC=CC(=C1)OC2=NC=NC3=C2C=CC=C3
NCGC00374003-01,O=CC1=CC=C(OC2=NC=NC3=C2C=CC=C3)C=C1
NCGC00374007-01,OC1=CC(=CC=C1)C2=CC=C(C=O)C=C2
NCGC00374011-01,OC1=CC=C(C=C1)C2=CC=C(C=O)C=C2
NCGC00374013-01,FC(F)(F)C1=CC(=C(Cl)C=C1)C2=CC(=CC=C2)C=O
NCGC00374015-01,FC(F)(F)C1=CC(=C(Cl)C=C1)C2=CC=C(C=O)C=C2
NCGC00374027-01,FC1=CC=C(C=C1)C2=CC=C(C=O)C=C2
NCGC00374029-01,ClC1=CC(=CC=C1)C2=CC=C(C=O)C=C2
NCGC00374031-01,CNC(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00374189-01,OC(=O)C1=CC(=CN=C1)C2=CC=C(C=O)C=C2
NCGC00374215-01,CC(C)(C)OC(=O)N1CC(C1)NC2=CC=C(O)C=C2
NCGC00374438-01,COC1=CC=C(C=C1)C2=NC(=NC3=C2CN(CC3)C(=O)C4=CC=CC=C4)C5CC5
NCGC00374442-01,COC1=CC=C(C=C1)C2=NC(=NC3=C2CN(CC3)C(=O)C4=C(F)C=CC=C4)C5CC5
NCGC00374443-01,CC(C)C1=NC(=C[NH]1)C2=CC=CC=C2
NCGC00374454-01,COC1=CC=C(C=C1)C2=NC(=NC3=C2CN(CC3)C(=O)C4=C(OC)C=CC=C4)C5CC5
NCGC00374462-01,ClC1=CC=C(C=C1)C2=NC(=NC3=C2CN(CC3)C(=O)C4=CC=CC=C4)C5CC5
NCGC00374464-01,CC1=CC=C(C=C1)C(=O)N2CCC3=C(C2)C(=NC(=N3)C4CC4)C5=CC=C(Cl)C=C5
NCGC00374466-01,COC1=CC=C(C=C1)C(=O)N2CCC3=C(C2)C(=NC(=N3)C4CC4)C5=CC=C(Cl)C=C5
NCGC00374500-01,ClC1=CC=C(C=C1)C2=NC(=NC3=C2CN(CC3)C(=O)C4=NC=CC=C4)C5CC5
NCGC00374528-01,CCC1=NC(=C2CCN(CCC2=N1)C(=O)C3=CC=C4OCOC4=C3)C5=CC=C(OC)C=C5
NCGC00374574-01,CC(C)C1=NC(=C2CCN(CCC2=N1)C(=O)C3=CC=CC=C3)C4=CC=C(Cl)C=C4
NCGC00374586-01,CC(C)C1=NC(=C2CCN(CCC2=N1)C(=O)C3=CC=C4OCOC4=C3)C5=CC=C(Cl)C=C5
NCGC00374595-01,C[N]1N=CC2=C1N=C(C=C2C(=O)NCC#C)C3=CC=C(Cl)N=C3
NCGC00374599-01,COC1=CC=CC=C1C2=NC3=C(C=N[N]3C)C(=C2)C(=O)NCC4=CC=CN=C4
NCGC00374622-01,COC1=CC=C(C=C1)C2=C3CCN(CCC3=NC(=N2)C4CC4)CC5=CC=CC=C5
NCGC00374626-01,COC1=CC=C(C=C1)C2=C3CCN(CCC3=NC(=N2)C4CC4)CC5=CN=CS5
NCGC00374629-01,CC(C)NC(=O)C1=CC(=NC2=C1C=N[N]2C)C3=CC=C(Cl)N=C3
NCGC00374640-01,COC1=CC=C(C=C1)C2=C3CCN(CCC3=NC(=N2)C4CC4)C(=O)C5=CC=C6OCOC6=C5
NCGC00374659-01,O=C(N1CC2(CCCCN2CC3=CC=CN=C3)CC4=CC=CC=C14)C5=CC=CC=C5
NCGC00374661-01,O=C(C1CCCC1)N2CC3(CCCCN3CC4=CC=CN=C4)CC5=CC=CC=C25
NCGC00374674-01,C[N]1N=CC2=C1N=C(C=C2C(=O)NCC3=CN=CC=C3)C4=CC=C(Cl)C=C4Cl
NCGC00374676-01,CN(C)C(=O)C1=CC(=NC2=C1C=N[N]2C)C3=CC=C(Cl)C=C3Cl
NCGC00374678-01,COC(=O)CNC(=O)C1=CC(=NC2=C1C=N[N]2C)C3=CC=C(Cl)C=C3Cl
NCGC00374745-01,ClC1=CC=C(C=C1)C(=O)N2CC3(CCCN3CC4=NC=CC=C4)CC5=CC=CC=C25
NCGC00374749-01,O=C(C1CCCC1)N2CC3(CCCN3CC4=CN=CC=C4)CC5=CC=CC=C25
NCGC00374930-01,COC1=CC=CC=C1C2=C3C=NC=C[N]3C(=N2)C(=O)NCC4=CC=C(F)C=C4
NCGC00374936-01,COC1=CC=CC=C1C2=C3C=NC=C[N]3C(=N2)C(=O)NCC#C
NCGC00374961-01,CN(C)C(=O)C1=NC(=C2C=NC=C[N]12)C3=CC=C(C=C3)[S+](C)([O-])=O
NCGC00374966-01,COC1=CC=C(C=C1)N2/N=C3/CN(CCN3C2=O)C(=O)C4=CC=CC=C4F
NCGC00374986-01,COC1=CC=C(C=C1)N2/N=C3/CN(CCN3C2=O)CC4=CC=C(NC(C)=O)C=C4
NCGC00375007-01,FC1=CC=C(CNC(=O)C2=NC(=C3C=NC=C[N]23)C4=CC=C(Cl)N=C4)C=C1
NCGC00375067-01,COC1=CC=CC=C1C2=C3C=CC=C[N]3C(=N2)C(=O)NCC4=CC=CN=C4
NCGC00375077-01,COC1=CC=CC=C1C2=C3C=CC=C[N]3C(=N2)C(=O)NCC#C
NCGC00375082-01,COC(=O)N1CC[N]2N=CC(=C2C1)C(=O)NC3=C(Cl)C=C(Cl)C=C3
NCGC00375145-01,C[N]1N=CC2=C(C=C(N=C12)C3=CC=C(F)C=C3)C(=O)NCC4=CC=NC=C4
NCGC00375153-01,C[N]1N=CC2=C(C=C(N=C12)C3=CC=CN=C3)C(=O)NC4CC4
NCGC00375183-01,COC1=C(C=CC=C1)C2=CC(=NC3=C2C=N[N]3C)C(=O)N(C)C
NCGC00375231-01,FC1=CC=C(NC(=O)C2=C[NH]C3=C2N=CC=C3)C=C1
NCGC00375233-01,ClC1=CC=C(CNC(=O)C2=C[NH]C3=C2N=CC=C3)C=C1
NCGC00375261-01,ClC1=CC=C(C=C1)C(=O)N2CCC3(C2)NC(=O)C4=CC=CC=C4O3
NCGC00375665-01,CCCC[N]1C(=NC2=C1N=CC=C2)C(C)NC(=O)OCC3=CC=CC=C3
NCGC00375673-01,COC1=CC=C(C=C1)C2=NC3=C([NH]2)C=CC=N3
NCGC00375675-01,OC(=O)C1=CC=C(C=C1)C2=NC3=C([NH]2)C=CC=N3
NCGC00375693-01,[NH]1C2=C(N=CC=C2)N=C1C3=CC=CO3
NCGC00375695-01,CC1=C(C=CO1)C2=NC3=C([NH]2)C=CC=N3
NCGC00375825-01,COCCNC1=NC2=C(N=N[N]2C3=CC=CC=C13)[S+]([O-])(=O)C4=CC=C(C)C=C4
NCGC00375834-01,CC1=CC=C(C=C1)[S+]([O-])(=O)C2=C3N=C(NC4CC4)C5=CC=CC=C5[N]3N=N2
NCGC00375854-01,[O-][S+](=O)(C1=CC=C(Cl)C=C1)C2=C3N=C(NC4CC4)C5=CC=CC=C5[N]3N=N2
NCGC00375860-01,CC1=CC(=C(C)C=C1)[S+]([O-])(=O)C2=C3N=C(NCC4=CC=NC=C4)C5=CC=CC=C5[N]3N=N2
NCGC00375874-01,CC1=CC(=C(C)C=C1)[S+]([O-])(=O)C2=C3N=C(NC4CC4)C5=CC=CC=C5[N]3N=N2
NCGC00375898-01,CC1=C(C)C=C(C=C1)[S+]([O-])(=O)C2=C3N=C(NCC4=CC=NC=C4)C5=CC=CC=C5[N]3N=N2
NCGC00375902-01,COCCNC1=NC2=C(N=N[N]2C3=CC=CC=C13)[S+]([O-])(=O)C4=CC(=C(C)C=C4)C
NCGC00375927-01,COC1=CC=C(C=C1)C2(CCOCC2)C(=O)NCC3=CSC=C3
NCGC00375976-01,CCC1=CC=C(C=C1)[S+]([O-])(=O)C2=C3N=C(NCCOC)C4=CC=CC=C4[N]3N=N2
NCGC00376042-01,COCCNC1=NC2=C(N=N[N]2C3=CC=CC=C13)[S+]([O-])(=O)C4=CN=CC=C4
NCGC00376301-01,CC(NC(=O)OCC1=CC=CC=C1)C2=NC3=C(N=CC=C3)[N]2CC4=CC=CC=C4
NCGC00376368-01,O=C1NC2=CC=CC=C2CC13CN(C3)C(=O)C4=CC=CC=C4
NCGC00376372-01,FC1=C(C=CC=C1)C(=O)N2CC3(C2)CC4=CC=CC=C4NC3=O
NCGC00376384-01,[O-][S+](=O)(N1CC2(C1)CC3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
NCGC00376390-01,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CC3(C2)CC4=CC=CC=C4NC3=O
NCGC00376406-01,FC1(F)OC2=C(O1)C=C(C=C2)C(=O)N3CC4(C3)CC5=CC=CC=C5NC4=O
NCGC00376449-01,COC1=CC=C(C=C1)C2=NC3=C(C(=N[N]3C4=CC=CC=C4)C)C(=C2)C(=O)N5CCOCC5
NCGC00376808-01,[NH]1C2=C(N=CC=C2)N=C1C3=CC=CC=C3
NCGC00376824-01,CC1=CC=C(C=C1)C(=O)N2CC3(C2)CC4=CC=CC=C4NC3=O
NCGC00376866-01,CCC1=CC=CC(=C1)[N]2N=NN=C2N3CCN(CC3)C(=O)NC4=CC=C(C)C(=C4)OC
NCGC00376950-01,COC1=CC=CC(=C1)C2=CC=C(CN3CC4CCC(C3)N4C5=CC=C(C=C5)C(F)(F)F)C=C2
NCGC00377190-01,CC(\CN1CCCC12CC3=CC=CC=C3CNC2=O)=C/C4=CC=CC=C4
NCGC00377235-01,CC1=CC2=C(C=C1)/N=C(NC2=O)/C3CCN(CC3)CC4=CC=C(C=C4)C5=CC=CS5
NCGC00377347-01,O=C(CC1=CC=CC=C1)N2CC3=CC=CC=C3CC4(CCCCN4CC5=NC=CC=C5)C2
NCGC00377850-01,C[S+]([O-])(=O)N1CCN(C(=O)C1)C2=NN=C(Cl)C=C2
NCGC00377867-01,CN(C)C(=O)N1CCN(C(=O)C1)C2=CC=C(C=O)C=C2
NCGC00377876-01,O=CC1=CC=C(C=C1)N2CCN(CC2=O)C(=O)NC3=CC=CC=C3
NCGC00377906-01,[O-][S+](=O)(N1CCN(CC1=O)C(=O)N2CCCCC2)C3=CC=C(Cl)N=C3
NCGC00377908-01,[O-][S+](=O)(N1CCN(CC1=O)C(=O)C2=CC3=C(OCO3)C=C2)C4=CC=C(Cl)N=C4
NCGC00377910-01,[O-][S+](=O)(C1CC1)N2CCN(C(=O)C2)[S+]([O-])(=O)C3=CC=C(Cl)N=C3
NCGC00378031-01,C1C[N]2C(=NN=C2C3=CC=CC=C3)CN1CC4=CC5=C(C=CC=C5)C=C4
NCGC00378062-01,COC1=CC=CC(=C1)C2=CC=C(CN3C4CCC3CN(C4)C(=O)C5=CC=NC=C5)C=C2
NCGC00378080-01,CN1CCC(CC1)C(=O)N2CCC3(CC2)CC(NC(C)=O)C4=CC=CC=C34
NCGC00378137-01,CC(C)NC(=O)N1CCOC2(CCN(CC2)C(=O)CCCNC(C)=O)C1
NCGC00378431-08,C[N]1N=C(C)C2=C1OC(=C(/C#N)C2C3=CC=C(C=C3)C(F)(F)F)/N
NCGC00378576-02,CCC(=O)N[S+]([O-])(=O)C1=CC=C(C=C1)C2=C(C)ON=C2C3=CC=CC=C3
NCGC00378619-01,CC(C)C(=O)C1=C[N](CC(=O)COC2=CC=C(OC3=CC=CC=C3)C=C2)C4=C1C=C(C=C4)C(O)=O
NCGC00378671-02,CC(C(=O)NC1=CC(=CC=C1CCCC(O)=O)C#N)C2=C3C=CC=CC3=C(F)C=C2
NCGC00378734-03,CCN(CCCOC1=CC2=NC=NC(=C2C=C1)NC3=N[NH]C(=C3)CC(=O)NC4=CC=CC(=C4)F)CCO[P](O)(O)=O
NCGC00378812-01,OC1=CC=CC=C1C2=CC=C(C=C2)C3=CSC4=C3C(=O)C(C#N)C(=O)N4
NCGC00378833-03,CC1=C(CC(=O)C2=C(C=CS2)[S](=O)(=O)[N-]C3=C(Cl)C(=NO3)C)C=C4OCOC4=C1
NCGC00378858-01,CC1=C(N=C(C(=N1)C)C2=CC=C(C=C2)[C@H]3CC[C@@H](CC3)CC(O)=O)C(N)=O
NCGC00378863-02,O=C1N(\C=C(/C=C1/C2=CC=CC=C2C#N)C3=NC=CC=C3)C4=CC=CC=C4
NCGC00378906-02,C[C@@H](OC(=O)NC1=C(ON=C1C)C2=CC=C(C=C2)C3=CC=C(CC(O)=O)C=C3)C4=CC=CC=C4
NCGC00378914-01,C[C@@H](OC(=O)NC1=C(ON=C1C)C2=CC=C(C=C2)C3=CC=C(CC(O)=O)C=C3)C4=CC=CC=C4Cl
NCGC00378975-01,CC(C)(CC1=NC(=NO1)C2=NC=C(O)C=C2)C(=O)N\C3=C(CCCC3)/C(O)=O
NCGC00379003-03,NCC1=CC=C(OCCCC2=C(N=C(S2)C3=CC\4=C(CCCC4=N\NC5=NC6=C(S5)C=CC=C6)C=C3)C(O)=O)C=C1
NCGC00379021-01,CC1=C(C(=C([NH]1)\C=C2/C(=O)NC3=C2C=C(F)C=C3)C)C(=O)NC[C@H](O)CN4CCOCC4
NCGC00379051-02,CC1=C(CC2=CC=C(C=C2)C(F)(F)F)C(=C(C)S1)C(=O)NC3(CC3)C4=CC=C(C=C4)C(O)=O
NCGC00379058-01,COC1=C(OC2=C(OC)N=C(N=C2N[S+]([O-])(=O)C3=NC=C(C)C=C3)C4=CC=NC=C4)C=CC=C1
NCGC00379161-04,C(NC1=C(N=NC(=N1)C2=NC=CC=C2)C3=CC=CC=C3)C4=CC=C(C=C4)C5=CC=CC=C5
NCGC00379177-01,COC1=C(OC)C=C(C(=C1)Br)[S+]([O-])(=O)NC2=CC=C(C(=C2)O[C@@H]3CCN(C)C3)C(F)(F)F
NCGC00379215-03,CC1=CC=C(C=C1)[S+]([O-])(=O)C2=CC=C(O2)[N+]([O-])=O
NCGC00379226-01,OC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=C(Cl)C3=CC=C(F)C=C3S2
NCGC00379250-03,C[C@H](NC(=O)CCC/1=N/C2=CC=CC=C2C(=O)N1)C3=CC=CC=C3
NCGC00380085-01,CC1(C)CCCC2(C)C1C(OC(=O)\C=C\C=C\C=O)\C=C/3COC(=O)C23O
NCGC00380203-01,CCC(C)\C=C(C)\C=C\C1=C\C/2=C(Cl)/C(=O)C(C)(OC(C)=O)C(=O)C2=C\N1C(CCC(O)=O)C(O)=O
NCGC00380281-01,COC(=O)[C@]12CCCC(C)(C)C1CCC3=C2C(=C(O)C(=C3)C(C)C)O
NCGC00380563-01,CC(C)=CC(=O)OC\1C2OC(=O)C(=C)C2C(O)C\3\C(=C/C(=O)C3=C1C)C
