Sample ID,SMILES
NCGC00015467-36,COC1=C(C=C(Cl)C=C1)C(=O)NCCC2=CC=C(C=C2)[S+]([O-])(=O)NC(=O)NC3CCCCC3
NCGC00015468-06,CN(C)C1=NC=C2N=CN=C(NC3=CC4=C(C=C3)[N](CC5=CC=CC=C5)N=C4)C2=C1
NCGC00015480-19,CC(C)(SC1=CC=C(CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3)C=C1)C(O)=O
NCGC00015526-04,NC(CC1=CNC2=C1C=C(O)C=C2)C(O)=O
NCGC00015571-07,OC1=C(C=CC=C1)N2C\C=C(/NC2=O)C3=CC=CC(=C3)[N+]([O-])=O
NCGC00015595-12,CC(CCC1=CC=CC=C1)NCC(O)C2=CC(=C(O)C=C2)C(N)=O
NCGC00015643-13,CCN(CC)CCNC(=O)C1=CC(=C(N)C=C1OC)Cl
NCGC00015708-19,CNCCCC12CCC(C3=CC=CC=C13)C4=C2C=CC=C4
NCGC00015766-16,CC1=CC(=C(O)C(=C1C\C2=N\CCN2)C)C(C)(C)C
NCGC00015786-20,CC(C)NCC(O)COC1=C2C=C[NH]C2=CC=C1
NCGC00015801-17,C[N]1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
NCGC00015802-26,FC1=CC=C(C=C1)C(CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)C5=CC=C(F)C=C5
NCGC00015831-07,CN(C)CCC(C1=CC=CC=C1)C2=NC=CC=C2
NCGC00015859-18,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
NCGC00015874-08,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC3=C1C=CC(=C3)Cl
NCGC00015878-08,COC(=O)C1C(O)CCC2CN3CCC4=C([NH]C5=C4C=CC=C5)C3CC12
NCGC00015892-08,O=C1N\2CCC3=C([NH]C4=C3C=CC=C4)C2=N/C5=CC=CC=C15
NCGC00015988-11,S=C(NC1CCCCC1)N2CCC(CC2)C3=C[NH]C=N3
NCGC00016017-20,COC1=CC2=NC=NC(=C2C=C1OC)NC3=CC=CC(=C3)Cl
NCGC00016048-03,CC(=O)OC/1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)\C(=C1C5(C)C)C
NCGC00016060-08,CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)\C(C)=C/C)C(=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@](C)(OC(C)=O)[C@@H]12)OC(=O)CCC)C
NCGC00016066-16,COC1=C(C=CC=C1)N2CCN(CCCN\C3=C\C(=O)N(C)C(=O)N3C)CC2
NCGC00016092-13,COC1=C(C=CC=C1)N2CCN(CC2)CCN(C(=O)C3CCCCC3)C4=CC=CC=N4
NCGC00016094-12,COC[C@H]1OC(=O)C2=COC3=C2[C@@]1(C)\C4=C(C5CCC(=O)[C@@]5(C)C[C@H]4OC(C)=O)/C3=O
NCGC00016107-09,CC(C)N(CCC(=O)C1=CC=C2C=CC=CC2=C1)CC3=CC=CC=C3
NCGC00016227-08,OC(=O)CC1=CC(=C(OC2=CC(=C(O)C=C2)I)C(=C1)I)I
NCGC00016246-13,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
NCGC00016309-14,NC1=CC=C(C=C1)[S+]([O-])(=O)NC2=NC=CS2
NCGC00016333-05,COC1=C(OC)C2=NC3=C(C=CO3)C(=C2C=C1)OC
NCGC00016371-06,N[S+]([O-])(=O)C1=CC(=C(Cl)C(=C1)[S+](N)([O-])=O)Cl
NCGC00016373-09,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
NCGC00016397-07,CN(C)CCCOC1=N[N](CC2=CC=CC=C2)C3=C1C=CC=C3
NCGC00016421-09,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00016504-17,FC1=CC=C(C=C1)C(=O)CCCN2CC\C(=C/C2)N3C(=O)NC4=C3C=CC=C4
NCGC00016590-08,FC1=CC=C(C=C1)C(=O)CCCN2CCN(CC2)C3=CC=CC=N3
NCGC00016613-18,C1C\N=C(\CN(CC2=CC=CC=C2)C3=CC=CC=C3)N1
NCGC00016667-05,CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC
NCGC00016686-07,C[C@H]1C\C=C/C=C\C=C/C=C\[C@H](C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3\C=C/C(=O)O1)C[C@@H](O)[C@H]2C(O)=O)O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](N)[C@H]4O
NCGC00016752-02,CCC[C@H]1C[C@@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@@H]2O[C@@H](SC)[C@@H](O)[C@@H](O)[C@H]2O
NCGC00016804-03,OCCOCCOC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)C=CC=C1
NCGC00016819-06,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC3=CC=C(C=C3)[S+]([O-])(=O)NC(=O)NC4CCCCC4)C2=O
NCGC00017244-06,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)\C=C/4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O
NCGC00017254-09,C[C@H]1CCC/C=C/C2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1
NCGC00017256-11,COC1=CC=C2CN(C)CC[C@@]34\C=C/[C@H](O)C[C@@H]3OC1=C24
NCGC00017285-06,COC1=CC\2=C(NC(=O)C\3=C2OC(C)(C)\C=C3)C=C1
NCGC00017312-04,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2\C=C/C(=O)NC2=O
NCGC00017337-18,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
NCGC00017366-10,CCCN1C[C@H](CSC)C[C@H]2[C@H]1CC3=C[NH]C4=C3C2=CC=C4
NCGC00017385-06,CN1CCC2=CC3=C(OCO3)C=C2[C@H]1[C@@H]4OC(=O)C5=C4C=CC6=C5OCO6
NCGC00017388-05,CC(=O)C1=C(O)C(=C(O)C2=C1OC\3=C\C(=O)\C(=C(O)/[C@@]23C)C(C)=O)C
NCGC00017394-11,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O
NCGC00018185-20,COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC
NCGC00018212-04,CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
NCGC00018218-17,C\C1=N\N(C(=O)C1)C2=CC=CC=C2
NCGC00018221-13,OC(=O)C1=C2C=CC=CC2=NC(=C1)C3=CC=CC=C3
NCGC00018230-10,OCC(O)CN1CCN(CC1)C2=CC=CC=C2
NCGC00020328-05,FC1=CC=C(C=C1)C2=N[N](C=C2C3NC(=O)NC3=O)C4=CC=CC=C4
NCGC00021146-12,FC1=CC=C(C=C1)C(=O)C2CCN(CC2)CCN3C(=O)NC4=C(C=CC=C4)C3=O
NCGC00021226-05,C[C@@H]1C[C@H]2[C@@H]3CC\C4=C\C(=O)\C=C/[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO[P]([O-])([O-])=O
NCGC00021274-05,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=CC=C34)OC(=O)C5=CC=CC=C5)[C@@H]1CC[C@@H]2O
NCGC00021305-16,CO[C@@H]1C[C@@H](CC[C@H]1O)C[C@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC
NCGC00021382-06,CCOC(=O)CCC(=O)O[C@@H]1[C@H](C[C@@H](C)O[C@H]1O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C
NCGC00021752-04,N[C@@H](CC1=CC(=C(OC2=CC=C(O)C(=C2)I)C(=C1)I)I)C([O-])=O
NCGC00021761-06,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C/4=C/C(=O)/C=C\[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
NCGC00021920-04,NC1=NC(=NC2=C1N=C[N]2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)F
NCGC00021925-05,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC/4=C/C(=O)/C=C\[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
NCGC00022037-07,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(C)=O)C(C)=O)[C@@]\4(C)CCC(=O)\C=C14
NCGC00022662-06,C[C@@H]1C[C@H]2[C@@H]3CCC/4=C/C(=O)/C=C\[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
NCGC00023142-06,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]3C[C@@H]4C[C@]23CC[C@]4(O)CO
NCGC00023414-05,COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C([O-])=O
NCGC00023423-06,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C4=CC=CC=C4)C(=O)C1=O
NCGC00023509-16,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)\C=C2\C=C/[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
NCGC00023595-03,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(O)=O
NCGC00024307-05,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]2O
NCGC00024434-05,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C3\C=N/C4=CC=CC=C34
NCGC00024643-12,CC(C(O)C1=CC=C(O)C=C1)N2CCC(CC2)CC3=CC=CC=C3
NCGC00024683-03,CC/1=C\CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1
NCGC00024760-07,CN(C)CCC[N]1C=C(C2=CC=CC=C12)\C3=C(C(=O)NC3=O)/C4=C[NH]C5=C4C=CC=C5
NCGC00024777-08,CCN(CC)C(=O)C1=CC=C(C=C1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@@H]2C)C3=CC=CC(=C3)OC
NCGC00024853-09,CCN1CCC[C@H]1CNC(=O)C2=C(OC)C=CC(=C2)[S+](N)([O-])=O
NCGC00024976-06,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C2N=C(NCCC4=CC=C(CCC(O)=O)C=C4)N=C3N
NCGC00024995-13,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)C2[C@H](OC(=O)C4=CC=CC=C4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)\C(=C1/C5(C)C)C
NCGC00025018-11,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C([NH]C5=C4C=CC=C5)[C@@H]3C[C@H]12
NCGC00025167-03,COC1=CC=C(C[C@H](C)NC[C@@H](O)C2=CC(=C(O)C=C2)NC=O)C=C1
NCGC00025220-04,CC(C)[C@H](CO)NC1=NC(=C2N=C[N](C(C)C)C2=N1)NC3=CC(=C(C=C3)C(O)=O)Cl
NCGC00025291-04,COC1=C(O)C=CC(=C1)C[C@@H]2[C@H](COC2=O)CC3=CC(=C(OC)C=C3)OC
NCGC00025342-07,CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4CC5=C([NH]C6=CC=CC=C56)[C@]34C)/C2=C/C1=O
NCGC00031503-02,OC1=CC=C(CNC2=CC=CC=C2F)C3=CC=CN=C13
NCGC00036076-03,CCOC(=O)C1=CN=C[N]1C(C)C2=CC=CC=C2
NCGC00036890-03,COC(=O)\C1=C(/C)NC(=O)NC1C2=CC=CC=C2
NCGC00037944-02,CC1=CC(=C(NC(=O)CN2C(=O)NC3(CCCCC3)C2=O)C(=C1)C)C
NCGC00042134-05,CC(=O)NC(CC1=CC=CC=C1)C(O)=O
NCGC00052471-03,FC1=CC=C(C=C1)\C2=N\OC(C2)C(=O)NC3CCCC3
NCGC00074767-04,COC1=CC=C(C(=O)CC(O)=O)C2=C1\C=C/C(C)(C)O2
NCGC00079434-06,C[S+]([O-])(=O)N(CC(O)C[N]1C2=CC=CC=C2C3=CC=CC=C13)CC4=CC=CO4
NCGC00082205-02,CC1=CC=C(CN2CCNC(=O)C2CC(O)=O)C=C1
NCGC00090762-03,[H][C@]1(C)\C=C\C=C(C)\C(=O)NC2=C3NC4(CCN(CC(C)C)CC4)N=C3C5=C(C2=O)C(O)=C(C)C6=C5C(=O)[C@](C)(O6)O\C=C\[C@]([H])(OC)[C@@]([H])(C)[C@@]([H])(OC(C)=O)[C@]([H])(C)[C@]([H])(O)[C@]([H])(C)[C@@]1([H])O
NCGC00090797-15,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C/8=C/C(=O)OC8)C4
NCGC00091032-09,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3\C=C(Cl)/C4=C/C(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O
NCGC00091033-09,C[C@]12[C@@H](O)\C=C/[C@@]3(OC1=O)[C@@H]4CC[C@]5(O)C[C@]4(CC5=C)[C@H]([C@H]23)C(O)=O
NCGC00091109-04,COC1=C(O)C=C(CCC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C=C2O)C=C1
NCGC00091250-14,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([NH]C5=CC(=CC=C45)OC)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC
NCGC00091455-13,CC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)[S+](N)([O-])=O)C(F)(F)F
NCGC00091905-05,CO/C1=C/C(=O)O[C@H](C1)\C=C\C2=CC=CC=C2
NCGC00091907-03,C[C@@H]1CC[C@@H](\C=C(/C)C(O)=O)C/2=C(\C)C[C@@H](O)[C@H]12
NCGC00091920-03,C[C@@H]1CC[C@@H](\C=C(/C)C(O)=O)C/2=C(\C)C[C@@H](OC(C)=O)[C@H]12
NCGC00092288-05,CC1=CC=C2\N=C/3N(CC[C@@]3(O)C(=O)C2=C1)C4=CC=CC=C4
NCGC00092291-03,CC1=N[N](C2=CC=CC=C2)C(=C1/C=N/N3CCN(CC3)CC4=CC=CC=C4)C
NCGC00092309-06,OC1=CC=C(NC2=NC(=CS2)C3=CC=C(Cl)C=C3)C=C1
NCGC00092314-06,CN1\N=C(N)/C2=C[N]([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C4=C2C1=NC=N4
NCGC00092344-07,CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(C(=C3)F)C(F)(F)F
NCGC00092360-03,NC1=NC=NC2=C1N=C[N]2[C@@H]3O[C@H](CO)C[C@H]3O
NCGC00092364-06,ClC1=CC=C(C=C1)C(=O)N[C@H]2CN3CCC2CC3
NCGC00092372-03,CN1C(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC1=S
NCGC00093704-17,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
NCGC00093802-09,C[C@]12CC[C@H]3[C@@H](C\C=C/4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O
NCGC00093828-06,[O-][N+](=[O])C1=CC=C(C=C1)C2=NC(=C([NH]2)C3=CC=NC=C3)C4=CC=C([F])C=C4
NCGC00093889-13,CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]3N(C)CC[C@@]23C
NCGC00094872-09,O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N3CCCCC3
NCGC00094906-07,CN1CCOC(C2=CC=CC=C2)C3=CC=CC=C3C1
NCGC00094937-05,CC(C(O)=O)C1=CC=C2C(=C1)[NH]C3=CC=C(Cl)C=C23
NCGC00095118-08,C[S+]([O-])(=O)C1=CC=C(C=C1)C/2=C(/C(=O)OC2)C3=CC=CC=C3
NCGC00095139-04,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=N[NH]N=N3)C(C(C)C)C(O)=O
NCGC00095249-04,CC(=O)C1=CC\2=C(OC(C)(C)\C=C2)C=C1O
NCGC00095344-03,CC1CCCC(=O)CCC/C=C/C2=CC(=CC(=C2C(=O)O1)O)O
NCGC00095709-08,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
NCGC00095986-04,CC[C@@]1(O)C(=O)OCC/2=C1/C=C3\N(CC4=CC5=CC(=CC=C5N=C34)O)C2=O
NCGC00096119-03,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C2\N=C/NC3=O
NCGC00140473-02,CC1=CC=C(CNC(=O)C2=CC\3=C(SC4=CC=C(Cl)C=C4\C(=N3)C)C=C2)C=C1
NCGC00142496-02,NC/1=N/C2=C(N=C[N]2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(=O)N1
NCGC00142599-03,CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C\C=C/4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
NCGC00142605-04,OC[C@H]1O[C@@H](OC2=CC=CC=C2CO)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00142619-04,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O
NCGC00142623-05,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)/C8=C/C(=O)OC8)C4
NCGC00159330-04,CN1C(=O)N(C)C2=C([N](CC3OCCO3)C=N2)C1=O
NCGC00159339-03,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(N)=N)[C@H](O)[C@H]3NC(N)=N
NCGC00159443-01,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC\C4=C\C(=O)\C=C/[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
NCGC00159455-14,COC1=CC2=NC=NC(=C2C=C1OCCCN3CCOCC3)NC4=CC=C(F)C(=C4)Cl
NCGC00159456-16,CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC=C(C)C(=C3)NC4=NC=CC(=N4)C5=CC=CN=C5
NCGC00159458-20,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC=C4
NCGC00159460-01,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@H](O)CC4=CC=CC=C34)CC5=CC=CN=C5
NCGC00159462-07,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC2=CC=CC=C2)NC(=O)OCC3=CN=CS3)CC4=CC=CC=C4
NCGC00159482-03,CCCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C2C
NCGC00159483-06,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(=CC=C12)Cl
NCGC00159506-05,CC1CC(CC(C)(C)C1)OC(=O)C(O)C2=CC=CC=C2
NCGC00159555-06,OC(C1=CC=C(C=C1)N(CC(F)(F)F)[S+]([O-])(=O)C2=CC=CC=C2)(C(F)(F)F)C(F)(F)F
NCGC00159570-03,OCC1=CC=C(S1)C2=CC=C(O2)C3=CC=C(CO)S3
NCGC00159574-09,COC1=C(OCCCN2CCOCC2)C=C3N=CN=C(NC4=CC=C(NC(=O)C5=CC=CC=C5)C=C4)C3=C1
NCGC00160181-03,CC(C)=CCCC\1(C)OC2=C(\C=C1)C3=C(C=C2C)C4=C([NH]3)C=CC=C4
NCGC00160217-03,O=C1\C=C/C[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34
NCGC00160516-03,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]2CCC(=O)N2
NCGC00160518-04,C[C@H]1CN(C[C@@H](C)N1)C2=C(F)C3=C(C(=C2F)F)C(=O)\C(=C/N3C4CC4)C(O)=O
NCGC00161621-05,COC1=C2OC3=CC=C(C[C@@H]4N(C)CCC5=C4C(=C6OCOC6=C5)OC7=CC8=C(CCN(C)[C@@H]8CC(=C2)C=C1)C=C7OC)C=C3
NCGC00161641-05,COC/1=C/[C@@H]2[C@@H]3CC4=C(C(=C(OC)C=C4)O)[C@]2(CCN3C)CC1=O
NCGC00161642-03,C[C@@H]1CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]34C)C2[C@H]1C)C(O)=O
NCGC00161703-03,COC1=CC=CC2=C1C(=NC(=N2)C3=CC=CS3)NN4C(=O)\C=C(C)/C4=O
NCGC00162046-04,BrC1=CC=C(C=C1)[C@H]\2CN\3CCSC3=N2
NCGC00162380-06,NC1=NC=NC2=C1C(=N[NH]2)NC3=CC=C(F)C=C3
NCGC00162400-09,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)[N]3C4=CC=CC=C4C5=C3C6=C(C7=C(C=CC=C7)[N]26)C8=C5CNC8=O
NCGC00162403-05,C[C@@H]1CC2=C(C(=C(C=C2Cl)C(=O)N[C@@H](CC3=CC=CC=C3)C(O)=O)O)C(=O)O1
NCGC00162453-15,C[C@H](\C=C(C)\C=C\C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
