Sample ID,SMILES
NCGC00373339-01,COC1=CC=C(C=C1)C/2=N/OC3(CCCN(C3)[S+]([O-])(=O)C4=CC=CS4)C2
NCGC00373341-01,COC1=CC=C(C=C1)C/2=N/OC3(CCCN(C3)C(=O)C4=CC=CC=C4)C2
NCGC00373343-01,COC1=CC=C(C=C1)C/2=N/OC3(CCCN(CC4=CC=C(C=C4)C(F)(F)F)C3)C2
NCGC00373345-01,COC1=CC=C(C=C1)C/2=N/OC3(CCCN(C3)[S+]([O-])(=O)C4=CC=CC(=C4)OC)C2
NCGC00373346-01,COC1=CC=C(C=C1)C/2=N/OC3(CCCN(C3)C(=O)C4=CC=C5OCOC5=C4)C2
NCGC00373350-01,CC1=CC=C(C=C1)C(=O)N2CCCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373351-01,COC1=CC=C(C=C1)C(=O)N2CCCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373352-01,COC1=C(C=CC=C1)C(=O)N2CCCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373353-01,FC1=C(C=CC=C1)C(=O)N2CCCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373354-01,C[N]1C=CC=C1CN2CCCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373355-01,CC1=C(C(=NO1)C)[S+]([O-])(=O)N2CCCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373357-01,CC(=O)N1CCCC2(C1)C\C(=N/O2)C3=CC=CN=C3
NCGC00373360-01,CC(C)CCN1CCCC2(C1)C\C(=N/O2)C3=CC=CN=C3
NCGC00373364-01,FC1=CC=C(CN2CCCC3(C2)C\C(=N/O3)C4=CC=CC=N4)C=C1
NCGC00373366-01,C1CN(CC2=CC=CN=C2)CC3(C1)C\C(=N/O3)C4=CC=CC=N4
NCGC00373373-01,CC(=O)N1CCCC2(C1)C\C(=N/O2)C3=CC=CC=N3
NCGC00373374-01,C[S+]([O-])(=O)N1CCCC2(C1)C\C(=N/O2)C3=CC=CC=N3
NCGC00373376-01,COC1=CC=C(CN2CCC3(C2)C\C(=N/O3)C4=CC=CN=C4)C=C1
NCGC00373378-01,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373380-01,C1CC2(CN1CC3=NC=CC=C3)C\C(=N/O2)C4=CC=CN=C4
NCGC00373381-01,O=C(N1CCC2(C1)C\C(=N/O2)C3=CC=CN=C3)C4=CC5=C(OCO5)C=C4
NCGC00373383-01,O=C(N1CCC2(C1)C\C(=N/O2)C3=CC=CN=C3)C4=CC=CC=C4
NCGC00373385-01,O=C(C1CCCCC1)N2CCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373386-01,O=C(CC1=CC=CC=C1)N2CCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373387-01,[O-][S+](=O)(N1CCC2(C1)C\C(=N/O2)C3=CC=CN=C3)C4=CC=CS4
NCGC00373388-01,COC1=CC=CC(=C1)[S+]([O-])(=O)N2CCC3(C2)C\C(=N/O3)C4=CC=CN=C4
NCGC00373390-01,COC1=CC=CC(=C1)[S+]([O-])(=O)N2CCC3(C2)C\C(=N/O3)C(C)C
NCGC00373391-01,CC(C)C/1=N/OC2(CCN(C2)[S+]([O-])(=O)C3=CC(=CC=C3)C(F)(F)F)C1
NCGC00373392-01,CC(C)C/1=N/OC2(CCN(C2)[S+]([O-])(=O)C3=CC=CS3)C1
NCGC00373393-01,CC(C)C/1=N/OC2(CCN(C2)[S+]([O-])(=O)C3=C(C)ON=C3C)C1
NCGC00373394-01,CC(C)C/1=N/OC2(CCN(CC3=CC=CC=C3)C2)C1
NCGC00373398-01,CC(C)C/1=N/OC2(CCN(CC3=CC=C(C=C3)C#N)C2)C1
NCGC00373399-01,CC(C)C/1=N/OC2(CCN(CC3=CC=C(C=C3)C(F)(F)F)C2)C1
NCGC00373401-01,CC(C)C/1=N/OC2(CCN(CC3=NOC(=C3)C)C2)C1
NCGC00373403-01,CC(C)C/1=N/OC2(CCN(C2)C(=O)C3=CC=C(C)C=C3)C1
NCGC00373405-01,COC1=C(C=CC=C1)C(=O)N2CCC3(C2)C\C(=N/O3)C(C)C
NCGC00373406-01,CC(C)C/1=N/OC2(CCN(C2)C(=O)C3=C(F)C=CC=C3)C1
NCGC00373407-01,CC(C)C/1=N/OC2(CCN(C2)C(=O)C3=CC=C(C=C3)C(F)(F)F)C1
NCGC00373409-01,CC(C)C/1=N/OC2(CCN(C2)C(=O)C3=NC=CC=C3)C1
NCGC00373410-01,[O-][S+](=O)(N1CCC2(C1)C\C(=N/O2)C3=CC(=CC=C3)C(F)(F)F)C4=CC=CC=C4
NCGC00373411-01,COC1=CC=CC(=C1)[S+]([O-])(=O)N2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F
NCGC00373412-01,[O-][S+](=O)(N1CCC2(C1)C\C(=N/O2)C3=CC(=CC=C3)C(F)(F)F)C4=CC(=CC=C4)C(F)(F)F
NCGC00373413-01,[O-][S+](=O)(N1CCC2(C1)C\C(=N/O2)C3=CC(=CC=C3)C(F)(F)F)C4=CC=CS4
NCGC00373417-01,FC1=C(C=CC=C1)C(=O)N2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F
NCGC00373418-01,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F
NCGC00373419-01,FC(F)(F)C1=CC=CC(=C1)C/2=N/OC3(CCN(C3)C(=O)C4=CC5=C(OCO5)C=C4)C2
NCGC00373420-01,FC(F)(F)C1=CC=CC(=C1)C/2=N/OC3(CCN(C3)C(=O)C4=NC=CC=C4)C2
NCGC00373421-01,CC1=CC=C(C=C1)C(=O)N2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F
NCGC00373423-01,FC(F)(F)C1=CC=CC(=C1)C/2=N/OC3(CCN(CC4=CC=CC=C4)C3)C2
NCGC00373425-01,CC(=O)NC1=CC=C(CN2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F)C=C1
NCGC00373426-01,FC1=CC=C(CN2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F)C=C1
NCGC00373430-01,CC1=CC(=NO1)CN2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F
NCGC00373431-01,C[N]1N=CC=C1CN2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F
NCGC00373432-01,C[N]1C=CC=C1CN2CCC3(C2)C\C(=N/O3)C4=CC(=CC=C4)C(F)(F)F
NCGC00373434-01,FC1=CC(=CC(=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5CC5)F
NCGC00373435-01,FC1=CC(=CC(=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5CCCCC5)F
NCGC00373436-01,FC1=CC(=CC(=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5=CSC=C5)F
NCGC00373437-01,C[N]1C=CC=C1CN2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC(=CC(=C5)F)F
NCGC00373439-01,FC1=CC(=CC(=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5=CC=CC=C5)F
NCGC00373444-01,CC1=CC=C(C=C1)C(=O)N2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC(=CC(=C5)F)F
NCGC00373447-01,FC1=CC(=CC(=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)C(=O)C5=C(F)C=CC=C5)F
NCGC00373450-01,COC1=CC(=CC=C1)[S+]([O-])(=O)N2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC(=CC(=C5)F)F
NCGC00373453-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CCC(C)C)CC4
NCGC00373454-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5CC5
NCGC00373457-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5=CC=C[N]5C
NCGC00373461-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5=CC=C(C=C5)N(C)C
NCGC00373462-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)CC5=CC=C(F)C=C5
NCGC00373464-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)C(=O)C5=CC=C(C)C=C5
NCGC00373465-01,COC1=CC=C(C=C1)C(=O)N2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC=CC(=C5)OC
NCGC00373466-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)C(=O)C5=C(OC)C=CC=C5
NCGC00373468-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)C(=O)C5=CC=C(C=C5)C(F)(F)F
NCGC00373471-01,COC1=CC(=CC=C1)N2C(=O)\N=C(NC3CCCCC3)/C24CCN(CC4)[S+]([O-])(=O)C5=CC=CC(=C5)C(F)(F)F
NCGC00373475-01,O=C1\N=C(NC2CCCCC2)/C3(CCN(CC3)CC4CCCCC4)N1C5=CC=CN=C5
NCGC00373479-01,O=C1\N=C(NC2CCCCC2)/C3(CCN(CC3)CC4=CC=CC=C4)N1C5=CC=CN=C5
NCGC00373480-01,COC1=CC=C(CN2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC=CN=C5)C=C1
NCGC00373482-01,FC1=CC=C(CN2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC=CN=C5)C=C1
NCGC00373485-01,COC1=CC=C(C=C1)C(=O)N2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC=CN=C5
NCGC00373486-01,COC1=C(C=CC=C1)C(=O)N2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC=CN=C5
NCGC00373487-01,FC1=C(C=CC=C1)C(=O)N2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC=CN=C5
NCGC00373490-01,COC1=CC(=CC=C1)[S+]([O-])(=O)N2CCC\3(CC2)N(C(=O)\N=C3NC4CCCCC4)C5=CC=CN=C5
NCGC00373492-01,CC(C)CCN1CCC\2(CC1)N(C(=O)\N=C2NC3CCCC3)C4=CC(=CC(=C4)F)F
NCGC00373495-01,FC1=CC(=CC(=C1)F)N2C(=O)\N=C(NC3CCCC3)/C24CCN(CC4)CC5=CSC=C5
NCGC00373496-01,C[N]1C=CC=C1CN2CCC\3(CC2)N(C(=O)\N=C3NC4CCCC4)C5=CC(=CC(=C5)F)F
NCGC00373497-01,FC1=CC(=CC(=C1)F)N2C(=O)\N=C(NC3CCCC3)/C24CCN(CC4)CC5=CN=CC=C5
NCGC00373498-01,FC1=CC(=CC(=C1)F)N2C(=O)\N=C(NC3CCCC3)/C24CCN(CC4)CC5=CC=CC=C5
NCGC00373499-01,COC1=CC=C(CN2CCC\3(CC2)N(C(=O)\N=C3NC4CCCC4)C5=CC(=CC(=C5)F)F)C=C1
NCGC00373502-01,[O-][S+](=O)(N1CCC\2(CC1)N(C(=O)\N=C2NC3CCCC3)C4=CC=CN=C4)C5=CC=CC=C5
NCGC00373509-01,COC1=C(C=CC=C1)C(=O)N2CCC(CC2)N3CCCC3=O
NCGC00373512-01,[O-][S+]1(=O)CCCN1C2CCN(CC2)C(=O)C3=CC=C(C=C3)C(F)(F)F
NCGC00373513-01,[O-][S+]1(=O)CCCN1C2CCN(CC2)[S+]([O-])(=O)C3=CC=C(C=C3)C(F)(F)F
NCGC00373514-01,CC1=C(C(=NO1)C)[S+]([O-])(=O)N2CCC(CC2)N3CCC[S+]3([O-])=O
NCGC00373515-01,[O-][S+](=O)(N1CCC(CC1)N2CC3=C(C=CC=C3)C2=O)C4=CC=CS4
NCGC00373516-01,CC1=C(C(=NO1)C)[S+]([O-])(=O)N2CCC(CC2)N3CC4=C(C=CC=C4)C3=O
NCGC00373517-01,O=C(N1CCC(CC1)N2CC3=C(C=CC=C3)C2=O)C4=CC=CC=C4
NCGC00373518-01,COC1=CC=C(C=C1)C(=O)N2CCC(CC2)N3CC4=C(C=CC=C4)C3=O
NCGC00373519-01,COC1=CC=CC=C1C(=O)N2CCC(CC2)N3CC4=C(C=CC=C4)C3=O
NCGC00373520-01,FC1=C(C=CC=C1)C(=O)N2CCC(CC2)N3CC4=C(C=CC=C4)C3=O
NCGC00373525-01,CN(C)C1=CC=C(CN2CCC(CC2)N3CC4=C(C=CC=C4)C3=O)C=C1
NCGC00373526-01,O=C1N(CC2=C1C=CC=C2)C3CCN(CC3)CC4=CC=CC=C4
NCGC00373528-01,O=C1N(CC2=C1C=CC=C2)C3CCN(CC3)CC4=CC=C(C=C4)C#N
NCGC00373529-01,[O-][S+](=O)(N1CCC(CC1)N2CC3=C(C=CC=C3)C2=O)C4=CC=CC=C4
NCGC00373531-01,CC1=CC=C(C=C1)C(=O)N2CCC(CC2)N3CCCOC3=O
NCGC00373537-01,[O-][S+](=O)(N1CCC(CC1)N2CCCOC2=O)C3=CC=CS3
NCGC00373539-01,COC1=CC=CC=C1C(=O)N2CCC(CC2)N3CCCOC3=O
NCGC00373540-01,FC1=CC=CC=C1C(=O)N2CCC(CC2)N3CCCOC3=O
NCGC00373541-01,O=C1OCCCN1C2CCN(CC2)CC3=CC=C(C=C3)C#N
NCGC00373544-01,O=C1NCCN1C2CCN(CC2)C(=O)C3=CC=C4OCOC4=C3
NCGC00373548-01,COC1=CC=C(C=C1)[S+]([O-])(=O)N2CCC(CC2)N3CCOCC3=O
NCGC00373549-01,[O-][S+](=O)(N1CCC(CC1)N2CCOCC2=O)C3=CC=CC(=C3)C(F)(F)F
NCGC00373550-01,[O-][S+](=O)(N1CCC(CC1)N2CCOCC2=O)C3=CC=CS3
NCGC00373552-01,O=C1COCCN1C2CCN(CC2)CC3=CSC=C3
NCGC00373555-01,O=C1COCCN1C2CCN(CC2)CC3=CN=CC=C3
NCGC00373556-01,O=C1COCCN1C2CCN(CC2)C(=O)C3=CC=C4OCOC4=C3
NCGC00373557-01,COC1=CC=C(C=C1)C(=O)N2CCC(CC2)N3CCOCC3=O
NCGC00373559-01,COC1=C(C=CC=C1)C(=O)N2CCC(CC2)N3CCOCC3=O
NCGC00373563-01,COC1=CC(=CC=C1)[S+]([O-])(=O)N2CCC(CC2)N3CCOC3=O
NCGC00373567-01,COC1=C(C=CC=C1)C(=O)N2CCC(CC2)N3CCOC3=O
NCGC00373569-01,CC1=C(C(=NO1)C)[S+]([O-])(=O)N2CCC(CC2)N3CCOC3=O
NCGC00373570-01,O=C1OCCN1C2CCN(CC2)C(=O)C3=CC=CC=C3
NCGC00373572-01,O=C1OCCN1C2CCN(CC2)CC3=CC=CC=C3
NCGC00373573-01,O=C1OCCN1C2CCN(CC2)CC3=CC=C(C=C3)C#N
NCGC00373574-01,COC1=CC=C(CN2CCC(CC2)N3CCOC3=O)C=C1
NCGC00373579-01,O=C1N(CC2=CC=C[N]12)C3CCN(CC3)C(=O)C4=CC=C5OCOC5=C4
NCGC00373581-01,O=C1COCCN1C2CCN(CC2)C(=O)C3=NC=CC=C3
NCGC00373582-01,FC1=C(C=CC=C1)C(=O)N2CCC(CC2)N3CCOCC3=O
NCGC00373585-01,C[N]1C=CC=C1CN2CCC(CC2)N3CCOCC3=O
NCGC00373586-01,CC1=CC(=NO1)CN2CCC(CC2)N3CCOCC3=O
NCGC00373587-01,FC(F)(F)C1=CC=C(CN2CCC(CC2)N3CCOCC3=O)C=C1
NCGC00373588-01,O=C1COCCN1C2CCN(CC2)CC3=CC=C(C=C3)C#N
NCGC00373590-01,COC1=CC=C(CN2CCC(CC2)N3CC4=C(C=CC=C4)C3=O)C=C1
NCGC00373591-01,FC1=CC=CC=C1C(=O)N2CCC(CC2)N3CCNC3=O
NCGC00373592-01,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CCC(CC2)N3CCNC3=O
NCGC00373593-01,COC1=CC=CC=C1C(=O)N2CCC(CC2)N3CCNC3=O
NCGC00373595-01,CC1=CC=C(C=C1)C(=O)N2CCC(CC2)N3CCNC3=O
NCGC00373598-01,[O-][S+](=O)(N1CCC(CC1)N2CCNC2=O)C3=CC=CC(=C3)C(F)(F)F
NCGC00373599-01,[O-][S+](=O)(N1CCC(CC1)N2CCNC2=O)C3=CC=CS3
NCGC00373601-01,O=C1NCCN1C2CCN(CC2)C(=O)C3=CC=CC=N3
NCGC00373604-01,[O-][S+](=O)(N1CCC(CC1)N2CC3=CC=CC=C3C2=O)C4=CC(=CC=C4)C(F)(F)F
NCGC00373607-01,O=C(N1CCC(CC1)N2CC3=CC=CC=C3C2=O)C4=CC5=C(OCO5)C=C4
NCGC00373610-01,C[N]1N=CC=C1CN2CCC(CC2)N3CC4=CC=CC=C4C3=O
NCGC00373613-01,O=C1N(CC2=CC=CC=C12)C3CCN(CC3)CC4=CN=CS4
NCGC00373614-01,O=C1N(CC2=CC=CC=C12)C3CCN(CC3)CC4CCCCC4
NCGC00373616-01,[O-][S+](=O)(N1CCC(CC1)N2CCOCC2=O)C3=CC=CC=C3
NCGC00373618-01,CC1=CC=C(C=C1)C(=O)N2CCC(CC2)N3CCOC3=O
NCGC00373621-01,FC1=CC=C(CN2CCC(CC2)N3CCNC3=O)C=C1
NCGC00373622-01,O=C1NCCN1C2CCN(CC2)CC3=CC=C(C=C3)C#N
NCGC00373624-01,FC(F)(F)C1=CC=C(CN2CCC(CC2)N3CCNC3=O)C=C1
NCGC00373625-01,O=C1NCCN1C2CCN(CC2)CC3=CC=CC4=C3C=CC=C4
